ORDER,WORD,LANGUAGE,SEXUAL CRIME,VIOLENT CRIME,ORGANISED CRIME,PROPERTY CRIME,ROBBERY OF A PERSON,BURGLARY,CAR THEFT,SHOPLIFTING,MURDER,RAPE,KIDNAP,VANDALISM,GUNS,TOPICS
370,sentenced,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,shoplift,english,0,0,0,1,0,0,0,1,0,0,0,0,0,2
372,shoplifter,english,0,0,0,1,0,0,0,1,0,0,0,0,0,2
373,shoplifting,english,0,0,0,1,0,0,0,1,0,0,0,0,0,2
374,shotgun,english,0,1,0,0,0,0,0,0,0,0,0,0,1,2
375,stalking,english,1,0,0,0,0,0,0,0,0,0,0,0,0,1
376,stolen car,english,0,0,0,1,0,0,1,0,0,0,0,0,0,2
377,strangulate,english,0,1,0,0,0,0,0,0,1,0,0,0,0,2
378,strangulation,english,0,1,0,0,0,0,0,0,1,0,0,0,0,2
379,sufferer,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,theft,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,thief,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,thiefs,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,thieving,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,thirty-eight,english,0,0,0,0,0,0,0,0,0,0,0,0,1,1
385,transgression,english,0,0,0,0,0,0,0,0,0,0,0,1,0,1
386,ulawful,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,vandalism,english,0,0,0,0,0,0,0,0,0,0,0,1,0,1
388,victim,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,violation,english,1,0,0,0,0,0,0,0,0,1,0,0,0,2
390,weapon,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,wrongdoer,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,wrongdoing,english,0,0,0,0,0,0,0,0,0,0,0,0,0,0
